title,description,price,square,province,district,ward,post_date,num_bedrooms,num_toilets,num_floors,link,_ingestion_timestamp,_partition_province,_partition_year,_partition_month,_parsed_post_date,price_vnd,square_m2,post_date_parsed,title_clean,province_clean,district_clean,ward_clean,price_per_m2,has_price,has_square,has_location,quality_score,dedup_key
"Bán nhà Phường Tân Thuận Tây, Quận 7, MTKD 5.5m. nhà 3 tầng. sd 360m2. chỉ 18 tỷ TL","Nhà mặt tiền đường Container Tân Thuận Tây, Quận 7 với diện tích sử dụng lên đến 360m2 và mặt tiền rộng 5.5m, thu hút mọi ánh nhìn.

Với giá chỉ 18 tỷ, bất động sản này hoàn hảo cho các ý tưởng kinh doanh như khách sạn, căn hộ dịch vụ hay tòa nhà văn phòng. Hiện tại, mặt bằng phía trước đang cho thuê với mức giá 10 triệu/tháng, tạo ra dòng tiền ổn định cho chủ sở hữu.

Ngôi nhà 3 tầng được thiết kế thông minh với 5 phòng ngủ, trong đó có một phòng ngủ ở tầng trệt rất tiện lợi cho người lớn tuổi. Sân thượng có thể biến thành 2 phòng ngủ thêm, mở rộng không gian sống hoặc cho thuê.

Vị trí đắc địa, gần trường Đại học Công nghệ Tài Chính và trường tiểu học Đặng Thùy Trâm, thuận lợi cho việc tiếp cận giáo dục. Chỉ cách khu chế xuất Tân Thuận một bước chân, rất thích hợp để mở văn phòng hoặc cho thuê căn hộ dịch vụ.

Đặc biệt, chỉ cần một cây cầu Tân Thuận là bạn đã có thể dễ dàng đến Quận 4, và chỉ mất 5 phút để tới Quận 1. Pháp lý chuẩn, hoàn công đầy đủ, sẵn sàng để giao dịch.",18 tỷ,360 m2,ho_chi_minh,Quận 7,Tân Thuận Tây,16/10/2025,5,5,3,https://bds.com.vn/ban-nha-phuong-tan-thuan-tay-quan-7-mtkd-55m-nha-3-tang-sd-360m2-chi-18-ty-tl-p609108.html,2025-12-15T22:51:02.226084,ho_chi_minh,2025,10,2025-10-16T00:00:00,18000000000.0,360.0,2025-10-16,"bán nhà phường tân thuận tây, quận 7, mtkd 5.5m. nhà 3 tầng. sd 360m2. chỉ 18 tỷ tl",ho_chi_minh,Quận 7,Tân Thuận Tây,50000000.0,1,1,1,3,8d398ad803dff345197a98cdc9ef6953
"CẦN BÁN GẤP, NHÀ XUÂN ĐỈNH MẶT NGÕ, OTO VÀO NHÀ 35M X 6 TẦNG, THANG MÁY NHỈNH 8 TỶ( CÓ TL)","Bán gấp nhà Xuân Đỉnh, diện tích 35m2, 6 tầng, mặt tiền 3,5m, giá chỉ nhỉnh 8 tỷ (có thương lượng).

Ngôi nhà tọa lạc tại vị trí đỉnh của đỉnh, ô tô vào tận nơi. Ngõ rộng rãi và thông thoáng, chỉ cách mặt phố 20m. Khu vực xung quanh đầy đủ tiện ích như điện đường, trường học, trạm y tế, và chỉ mất 5 phút để đến Công viên Hòa Bình, Lotte, Hồ Tây.

Giao thông cực kỳ thuận lợi, dễ dàng di chuyển sang các tuyến phố lớn như Phạm Văn Đồng, Võ Chí Công, Nguyễn Văn Huyên,… Ngôi nhà được thiết kế sang trọng, hiện đại, chắc chắn sẽ khiến bạn mê ngay từ cái nhìn đầu tiên.

Liên hệ với tôi, Hồng, để biết thêm thông tin chi tiết và được hỗ trợ xem nhà, tư vấn mua nhà từ A – Z hoàn toàn miễn phí.",Thỏa thuận,35 m2,ha_noi,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,16/10/2025,4,5,6,https://bds.com.vn/can-ban-gap-nha-xuan-dinh-mat-ngo-oto-vao-nha-35m-x-6-tang-thang-may-nhinh-8-ty-co-tl-p616304.html,2025-12-15T22:46:19.438997,ha_noi,2025,10,2025-10-16T00:00:00,,35.0,2025-10-16,"cần bán gấp, nhà xuân đỉnh mặt ngõ, oto vào nhà 35m x 6 tầng, thang máy nhỉnh 8 tỷ( có tl)",ha_noi,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,,0,1,1,2,8f3c8ca4484a019cbc1b53912c9b5a7c
Hẻm xe tải Đặng Văn Bi gần 70m ngang khùng 4 tầngg nhỉnh 7 tỷ,"Nhà 1 trệt 3 lầu được xây dựng bằng tâm huyết, với thiết kế lệch tầng độc đáo và trần cao 5m mang đến không gian thoáng đãng, dễ chịu. Ngôi nhà bao gồm 3 phòng ngủ, 4 WC, một phòng thờ, sân thượng, phòng khách và bếp đầy đủ tiện nghi, phù hợp cho cuộc sống hiện đại.

Vị trí của nhà nằm ngay trung tâm Trường Thọ, chỉ cách Đặng Văn Bi 100m và xa lộ Hà Nội 400m. Gần kề Đại Học Ngân Hàng, nơi đây đáp ứng đầy đủ nhu cầu sinh hoạt và học tập của bạn.

Đường vào rộng 5m, khu vực an ninh yên tĩnh với hàng xóm thân thiện, tạo nên môi trường sống lý tưởng. Diện tích nhà ngang 5,3m dài 13m, gần 70m2, đã hoàn công chuẩn chỉnh và sẵn sàng sang tên ngay.

Nếu bạn quan tâm, vui lòng liên hệ: 0931828081 - 0935218356.",6.70 tỷ,70 m2,ho_chi_minh,Quận Thủ Đức,Trường Thọ,16/10/2025,3,4,3,https://bds.com.vn/hem-xe-tai-dang-van-bi-gan-70m-ngang-khung-4-tangg-nhinh-7-ty-p608729.html,2025-12-15T16:29:55.021606,ho_chi_minh,2025,10,2025-10-16T00:00:00,6700000000.0,70.0,2025-10-16,hẻm xe tải đặng văn bi gần 70m ngang khùng 4 tầngg nhỉnh 7 tỷ,ho_chi_minh,Quận Thủ Đức,Trường Thọ,95714285.71428572,1,1,1,3,901e67176ff208f780a328baa26322fc
Nhỉnh 5 tỷ ô tô đỗ cửa  phố Nguyễn Trãi Thanh Xuân 40m 4 tầng nhà đẹp ở luôn lh 0817606560,"Nhà đẹp ngay phố Nguyễn Trãi, quận Thanh Xuân, chỉ nhỉnh 5 tỷ, ô tô đỗ cửa.

Vị trí đắc địa, nằm trong khu trung tâm Thanh Xuân, gần Royal City, với mặt tiền thoáng đãng và ngõ nông, chỉ vài bước là bạn có thể tiếp cận mọi tiện ích cần thiết.

Căn nhà 4 tầng được xây dựng chắc chắn với thiết kế hợp lý, phù hợp cho gia đình. Cụ thể:
- Tầng 1: Phòng khách rộng rãi, bếp tiện nghi và WC.
- Tầng 2 và 3: Mỗi tầng có 2 phòng ngủ thoải mái.
- Tầng 4: Phòng ngủ, phòng thờ và sân phơi ban công.

Sổ đỏ chính chủ, sẵn sàng giao dịch ngay. Liên hệ với tôi, Phùng Trang qua số điện thoại 0817606560 để biết thêm chi tiết.",5.8 tỷ,40 m2,ha_noi,Quận Thanh Xuân,Phường Khương Đình,16/10/2025,4,3,4,https://bds.com.vn/nhinh-5-ty-o-to-do-cua--pho-nguyen-trai-thanh-xuan-40m-4-tang-nha-dep-o-luon-lh-0817606560-p616433.html,2025-12-15T16:27:56.786760,ha_noi,2025,10,2025-10-16T00:00:00,5800000000.0,40.0,2025-10-16,nhỉnh 5 tỷ ô tô đỗ cửa  phố nguyễn trãi thanh xuân 40m 4 tầng nhà đẹp ở luôn lh 0817606560,ha_noi,Quận Thanh Xuân,Phường Khương Đình,145000000.0,1,1,1,3,9065f4a1af6d19b5ee1265cd5f2ce660
"SIÊU PHẨM TRUNG TÂM GÒ VẤP, SÁT PHẠM VĂN ĐỒNG, SÂN BAY 5 PHÚT, 3 PHÚT TRƯỜNG ĐHCN 4, NGANG KHỦNG 6.1M, NỘI THẤT CƠ BẢN, CHỦ NGỘP BANK BÁN GẤP, CN 67","Nhà mới xây tại trung tâm Gò Vấp, vị trí đắc địa sát Phạm Văn Đồng, chỉ mất 5 phút để đến sân bay và 3 phút đến trường ĐHCN 4. Với diện tích 67 m2, mặt tiền rộng 6.1m, không gian thoáng đãng, đây thực sự là một cơ hội hiếm có.

Nhà được thiết kế 1 trệt, 1 lầu với 2 phòng ngủ, sân để xe rộng rãi, rất phù hợp cho gia đình. Nội thất cơ bản đã được trang bị và chủ nhà còn tặng kèm cho khách mua 1 tivi Samsung 75 inch, 3 máy lạnh, tủ đồ và tủ rượu.

Chủ nhà đang gặp khó khăn tài chính và cần bán gấp với giá chỉ 6.9 tỷ. Đây là một lựa chọn lý tưởng cho những ai đang tìm kiếm một ngôi nhà chất lượng tại khu vực Gò Vấp.",6.9 tỷ,67 m2,ho_chi_minh,Quận Gò Vấp,Phường 14,16/10/2025,2,3,2,https://bds.com.vn/sieu-pham-trung-tam-go-vap-sat-pham-van-dong-san-bay-5-phut-3-phut-truong-dhcn-4-ngang-khung-61m-noi-that-co-ban-chu-ngop-bank-ban-gap-cn-67-p611327.html,2025-12-15T16:29:19.659911,ho_chi_minh,2025,10,2025-10-16T00:00:00,6900000000.0,67.0,2025-10-16,"siêu phẩm trung tâm gò vấp, sát phạm văn đồng, sân bay 5 phút, 3 phút trường đhcn 4, ngang khủng 6.1m, nội thất cơ bản, chủ ngộp bank bán gấp, cn 67",ho_chi_minh,Quận Gò Vấp,Phường 14,102985074.62686567,1,1,1,3,90cb05ffcd53be68ec33559b82fff69c
CHIA GIA TÀI NÊN CẦN RA ĐI CĂN TRUNG TÂM Q.5-SỔ NỞ HẬU-CHỈ 4.9 TỶ,"Mô tả :
+ Nhà rộng 54m2, 4.8x12m full thổ cư, nhà 2 tầng, 3 pn, 2 wc, 1 nhà bếp, lan can
+ Chủ bán để chia gia tài nên đành phải ra đi căn nhà đầy yêu thương.
+ Nhà xây để gia đình ở, nên xây rất chắc chắn, chỉ cần sơn lại là như mới.
+ Hẻm thông các hẻm lớn 186, 172 Trần Phú, hàng xóm thân thiện.
+ Nhà giáp Q.1, Q3, Q10, Q.11 thông ra Lê Hồng Phong, Hùng Vương, Nguyễn Chí Thanh, 3/2... Giao thông thuận tiện, xung quanh tiện ích đầy đủ.
+++ Mọi chi tiết xin vui lòng liên hệ Mr Danh 0971186981",4.9 tỷ,54 m2,ho_chi_minh,Quận 5,Phường 9,16/10/2025,3,2,2,https://bds.com.vn/chia-gia-tai-nen-can-ra-di-can-trung-tam-q5-so-no-hau-chi-49-ty-p469271.html,2025-12-15T16:32:06.386321,ho_chi_minh,2025,10,2025-10-16T00:00:00,4900000000.0,54.0,2025-10-16,chia gia tài nên cần ra đi căn trung tâm q.5-sổ nở hậu-chỉ 4.9 tỷ,ho_chi_minh,Quận 5,Phường 9,90740740.74074075,1,1,1,3,926cf871616b1c67ca48e9de01742d73
"NHÀ HẺM XE HƠI VINCOM LÊ VĂN VIỆT, TĂNG NHƠN PHÚ B, THỦ ĐỨC, 75M2, 2 TẦNG, 4.65 TỶ","Cần bán nhà hẻm xe hơi, vị trí đắc địa gần mặt tiền Đình Phong Phú, giao giữa hai trục đường Lê Văn Việt và Đỗ Xuân Hợp.

Ngôi nhà 2 tầng được thiết kế gồm 3 phòng ngủ và 2 nhà vệ sinh, mang lại không gian sống thoải mái cho gia đình. Hẻm xe hơi rộng rãi, thoáng mát và sạch sẽ, tạo cảm giác dễ chịu cho cư dân.

Khu vực dân trí cao, hàng xóm thân thiện, lý tưởng cho cuộc sống an yên. Ngoài ra, bạn sẽ dễ dàng tiếp cận các tiện ích xung quanh như trường cao đẳng Công thương, trạm y tế phường, UBND và chợ.

Giá bán là 4.65 tỷ, có thể thương lượng.

Liên hệ Thành Bảo để được tư vấn và xem nhà miễn phí.",4.65 tỷ,75 m2,ho_chi_minh,Quận 9,Tăng Nhơn Phú B,16/10/2025,3,2,2,https://bds.com.vn/nha-hem-xe-hoi-vincom-le-van-viet-tang-nhon-phu-b-thu-duc-75m2-2-tang-465-ty-p611406.html,2025-12-15T16:29:29.933938,ho_chi_minh,2025,10,2025-10-16T00:00:00,4650000000.0,75.0,2025-10-16,"nhà hẻm xe hơi vincom lê văn việt, tăng nhơn phú b, thủ đức, 75m2, 2 tầng, 4.65 tỷ",ho_chi_minh,Quận 9,Tăng Nhơn Phú B,62000000.0,1,1,1,3,94755f3d0d3175be1e6f82794b471bf5
"ĐẤT VÀNG Hàng Vôi Lò Sũ, MỘT NHÀ RA PHỐ, SÂN RỘNG THOÁNG – 22m chỉ 6.3 tỷ - ĐẦY TRIỂN VỌNG","Nhà phố cổ ven hồ Hoàn Kiếm, tọa lạc ngay sau mặt phố, nối giữa Cầu Gỗ, Lý Thái Tổ và Đinh Tiên Hoàng, là một cơ hội tuyệt vời cho những ai đang tìm kiếm một không gian kinh doanh độc đáo.

Với diện tích sử dụng chung lên đến 200m, ngôi nhà này không chỉ rộng rãi, thoáng đãng mà còn có tiềm năng phát triển Homestay, mang lại dòng tiền ổn định. Sân rộng trước nhà tạo điều kiện thuận lợi cho việc kinh doanh và thu hút khách du lịch.

Sổ đỏ đẹp đã được cất giữ cẩn thận, sẵn sàng cho giao dịch ngay lập tức. Tôi cam kết thông tin hoàn toàn chính xác và minh bạch.

Nếu bạn quan tâm và muốn biết thêm chi tiết, hãy liên hệ với tôi qua số điện thoại: 088.678.5619 (a) Hà.",6.30 tỷ,22 m2,ha_noi,Quận Hoàn Kiếm,Phường Lý Thái Tổ,16/10/2025,1,1,1,https://bds.com.vn/dat-vang-hang-voi-lo-su-mot-nha-ra-pho-san-rong-thoang-%E2%80%93-22m-chi-63-ty---day-trien-vong-p616444.html,2025-12-15T22:46:21.807055,ha_noi,2025,10,2025-10-16T00:00:00,6300000000.0,22.0,2025-10-16,"đất vàng hàng vôi lò sũ, một nhà ra phố, sân rộng thoáng – 22m chỉ 6.3 tỷ - đầy triển vọng",ha_noi,Quận Hoàn Kiếm,Phường Lý Thái Tổ,286363636.3636364,1,1,1,3,98510e376b8a2f8c3489823ab91887a7
"Bán nhà riêng 46m2 2 tầng Trần Hưng Đạo cầu kho quận 1 chỉ 6,5 tỷ","Bán nhà riêng diện tích 46m2, 2 tầng tại Trần Hưng Đạo, Cầu Kho, Quận 1 với mức giá chỉ 6,5 tỷ. Ngôi nhà nằm trong hẻm 3m, gần mặt tiền, rất thuận tiện cho việc di chuyển. Chủ cần tiền gấp nên đã giảm giá từ 7,9 tỷ xuống 6,5 tỷ.

Nhà được thiết kế đẹp, gồm 2 phòng ngủ và 2 toilet, kết cấu bê tông cốt thép vững chắc. Diện tích 4,6 x 10m, ở khu vực hiếm có, cho phép xây dựng cao tầng. Vị trí nằm ngay trung tâm Quận 1, gần các tiện ích sống động mà ai cũng biết đến.

Pháp lý của ngôi nhà rõ ràng, hoàn công đầy đủ và sổ hồng riêng. Chủ nhà đang rất thiện chí muốn bán nhanh.",6.5 tỷ,46 m2,ho_chi_minh,Quận 1,Cầu Kho,16/10/2025,3,3,2,https://bds.com.vn/ban-nha-rieng-46m2-2-tang-tran-hung-dao-cau-kho-quan-1-chi-65-ty-p611290.html,2025-12-15T16:29:47.268496,ho_chi_minh,2025,10,2025-10-16T00:00:00,6500000000.0,46.0,2025-10-16,"bán nhà riêng 46m2 2 tầng trần hưng đạo cầu kho quận 1 chỉ 6,5 tỷ",ho_chi_minh,Quận 1,Cầu Kho,141304347.82608697,1,1,1,3,9e7eb5215455d67b597b11c8a0209ed2
Trung Tâm Q10 HXH Smart Home 4 Tầng 70m2 Nở Hậu Tặng Hết Nội Thất Xịn P13 Tô Hiến Thành Nhà Mới Chủ Xây ở - 0909585467,"+ Nhà 4 Tầng BTCT 4 PN lớn WC khép kín Sân thượng.
+ Diện tích : 70 m2 Ngang 4,2 m nở hậu L 10m
+ Chủ xây và đang ở nên rất tâm huyết từng chi tiết nhỏ, điện cảm ứng vân tay, điều khiển bằng giọng nói và Smart Phone.
+ Vị trí nhà ngay trung tâm buôn bán sầm uất của Quận 10 nên tiện ích không thiếu thứ gì.
+ Giá 12 tỷ 5 Gặp chủ thương lượng trực tiếp.
+ 0909585467

125Q10P13THTCGNguyen229",12.5 tỷ,70 m2,ho_chi_minh,Quận 10,Phường 13,16/10/2025,4,5,4,https://bds.com.vn/trung-tam-q10-hxh-smart-home-4-tang-70m2-no-hau-tang-het-noi-that-xin-p13-to-hien-thanh-nha-moi-chu-xay-o---0909585467-p484838.html,2025-12-15T16:31:24.890170,ho_chi_minh,2025,10,2025-10-16T00:00:00,12500000000.0,70.0,2025-10-16,trung tâm q10 hxh smart home 4 tầng 70m2 nở hậu tặng hết nội thất xịn p13 tô hiến thành nhà mới chủ xây ở - 0909585467,ho_chi_minh,Quận 10,Phường 13,178571428.57142857,1,1,1,3,a100aeaec40b9b56017886f0f6eee955
"BÁN NHÀ NGUYỄN VĂN CỪ 54M2, MT5, 14,9 TỶ","BÁN NHÀ NGUYỄN VĂN CỪ 54M2, MT5, 14,9 TỶ
Nhà chủ xây cực cẩn thận, thiết kế:
Tầng 1: Gara 2 ô tô
Tầng 2 (lửng): Phòng khách
Tầng 3,4,5: Mỗi tầng 1PN khép kín
Tầng 6: Phòng thờ + Sân phơi
Liên hệ Em Quang Đại để được hỗ trợ miễn phí.",14.9 tỷ,54 m2,ha_noi,Quận Long Biên,Phường Bồ Đề,16/10/2025,6,6,5,https://bds.com.vn/ban-nha-nguyen-van-cu-54m2-mt5-149-ty-p462236.html,2025-12-15T22:46:31.826119,ha_noi,2025,10,2025-10-16T00:00:00,14900000000.0,54.0,2025-10-16,"bán nhà nguyễn văn cừ 54m2, mt5, 14,9 tỷ",ha_noi,Quận Long Biên,Phường Bồ Đề,275925925.9259259,1,1,1,3,a2b8c1aa274dfcedec370cb409a8dc34
Bán nhà riêng mặt tiền 61m2 ngag 4 nở hậu  sát Lê Văn Qưới  Bình Tân chỉ 5.9 tỷ,"Bán nhà riêng mặt tiền 61m2, diện tích ngang 4m, nở hậu mang lại tài lộc, tọa lạc tại khu vực Lê Văn Qưới, Bình Tân với giá chỉ 5.9 tỷ.

Nhà nằm ở vị trí đắc địa, thích hợp cho nhiều loại hình kinh doanh trong khu vực sầm uất. Với thiết kế gồm 3 phòng ngủ, tầng trệt hiện đang cho thuê, đây là cơ hội lý tưởng cho những ai muốn vừa ở vừa kinh doanh hoặc đầu tư cho thuê để tạo dòng tiền.

Khu vực xung quanh có đầy đủ tiện ích như chợ, trường học, bệnh viện, và nhiều dịch vụ khác, đáp ứng tốt nhu cầu sinh hoạt hàng ngày. Sổ hồng riêng, đất vuông vức, nở hậu, hứa hẹn mang lại tài lộc cho chủ sở hữu. Chủ nhà đang cần tiền nên muốn bán nhanh.",5.9 tỷ,61 m2,ho_chi_minh,Quận Bình Tân,Bình Hưng Hòa,16/10/2025,4,3,2,https://bds.com.vn/ban-nha-rieng-mat-tien-61m2-ngag-4-no-hau--sat-le-van-quoi--binh-tan-chi-59-ty-p611294.html,2025-12-15T16:28:50.957983,ho_chi_minh,2025,10,2025-10-16T00:00:00,5900000000.0,61.0,2025-10-16,bán nhà riêng mặt tiền 61m2 ngag 4 nở hậu  sát lê văn qưới  bình tân chỉ 5.9 tỷ,ho_chi_minh,Quận Bình Tân,Bình Hưng Hòa,96721311.47540984,1,1,1,3,a31efdc9e2fdafe24ff086c9d3392db2
"BÁN NHÀ HÀ ĐÔNG, DÂN XÂY CHẮC CHẮC, NHÀ MỚI LUNG LINH, VỀ Ở NGAY, 35.6m2, 4.5 tỷ","Nhà tôi đang có một căn nhà 5 tầng cực kỳ hấp dẫn, tọa lạc ở vị trí đắc địa với đường rộng rãi, ô tô có thể đỗ ngay trước cửa. Khu vực xung quanh đông đúc, gần các trường mầm non, cấp 1, cấp 2 và cấp 3, rất thuận tiện cho gia đình có trẻ nhỏ.

Chỉ mất vài phút để ra đến đường lớn Quang Trung, và bạn cũng sẽ dễ dàng tiếp cận Bệnh viện Hà Đông, cũng như chợ Hà Đông chỉ trong vài phút đi bộ. Căn nhà được xây dựng kiên cố, còn rất mới và đẹp, với thiết kế hợp lý, hứa hẹn mang đến không gian sống thoải mái cho gia đình bạn.

Sổ đỏ chính chủ được bảo quản cẩn thận, sẵn sàng cho giao dịch. Tôi và Công Hợp sẽ hỗ trợ bạn 24/7, đồng thời cung cấp dịch vụ tư vấn phong thủy miễn phí.

Liên hệ ngay với tôi qua số điện thoại 0935123838 để biết thêm chi tiết.",4.5 tỷ,36 m2,ha_noi,Thị Xã Sơn Tây,Phường Quang Trung,16/10/2025,4,3,5,https://bds.com.vn/ban-nha-ha-dong-dan-xay-chac-chac-nha-moi-lung-linh-ve-o-ngay-356m2-45-ty-p616752.html,2025-12-15T22:46:05.255938,ha_noi,2025,10,2025-10-16T00:00:00,4500000000.0,36.0,2025-10-16,"bán nhà hà đông, dân xây chắc chắc, nhà mới lung linh, về ở ngay, 35.6m2, 4.5 tỷ",ha_noi,Thị Xã Sơn Tây,Phường Quang Trung,125000000.0,1,1,1,3,a594a0d7d19fd01f21e48cef8d148121
"BÁN NHÀ 2TANG,HXH,DT68M2,VÕ VĂN NGÂN,P TRƯỜNG THỌ ,TP THỦ ĐỨC","+ Gồm 1 trệt 2 lầu sân thượng, 4PN, 4WC, phòng khách, bếp...+ Hẻm xe hơi gần mặt tiền+ Chủ để  lại toàn bộ nội thất.+tọa lạc vị trí đắc địa trên đuòng số2 kết nối đường phạm văn đồng với xa lộ hà nội+tiện ích xung quanh đầy đủ +đi tới sân bay tân sơn nhất chỉ mất 10p,tới gigamall có 5p +sổ  hồng riêng , hoàn công đầy đủ,công chứng nhanh+liên hệ  để được tư vấn và đặt lịch đi xem nhà :0926717379",2.95 tỷ,68 m2,ho_chi_minh,Quận Thủ Đức,Trường Thọ,16/10/2025,4,4,2,https://bds.com.vn/ban-nha-2tanghxhdt68m2vo-van-nganp-truong-tho-tp-thu-duc-p481016.html,2025-12-15T16:31:46.340373,ho_chi_minh,2025,10,2025-10-16T00:00:00,2950000000.0,68.0,2025-10-16,"bán nhà 2tang,hxh,dt68m2,võ văn ngân,p trường thọ ,tp thủ đức",ho_chi_minh,Quận Thủ Đức,Trường Thọ,43382352.941176474,1,1,1,3,a6d836bbb0e5931f5379c9f4b530bb9e
"Bán nhà 271 Bùi Xương Trạch quận Thanh Xuân 32m 1,5 tầng giá 1,4 tỷ","Cần bán nhà trong ngõ 271 Bùi Xương Trạch, quận Thanh Xuân với diện tích 32m². Nhà 1,5 tầng đã được sơn sửa, sạch đẹp, sẵn sàng để bạn và gia đình dọn vào ở ngay.

Ngõ rộng rãi, thoáng đãng, vị trí thuận lợi gần khu đô thị Định Công, đường 192 Lê Trọng Tấn và Vành đai 2.5. Bạn sẽ dễ dàng tiếp cận các tiện ích xung quanh như trường học, công viên và bệnh viện.

Nhà chưa có sổ, giao dịch bằng vi bằng với mức giá hấp dẫn 1.4 tỷ. Hãy đến xem ngay để cảm nhận không gian và tiềm năng của ngôi nhà này!",1.4 tỷ,32 m2,ha_noi,Quận Thanh Xuân,Phường Khương Đình,16/10/2025,1,1,2,https://bds.com.vn/ban-nha-271-bui-xuong-trach-quan-thanh-xuan-32m-15-tang-gia-14-ty-p616591.html,2025-12-15T22:46:05.254127,ha_noi,2025,10,2025-10-16T00:00:00,1400000000.0,32.0,2025-10-16,"bán nhà 271 bùi xương trạch quận thanh xuân 32m 1,5 tầng giá 1,4 tỷ",ha_noi,Quận Thanh Xuân,Phường Khương Đình,43750000.0,1,1,1,3,a711c491a478cc2864aecb93d63a679d
"Bán nhà, Giá nhinh 5 tỷ, Hiệp Thành 17, Quận 12.","Bán nhà, Giá nhinh 5 tỷ, Hiệp Thành 17, Quận 12.

+ Diện tích đất : 6m x 10m.
+ Nhà đúc BTCT, 1 trệt, 1 lững, 2 lầu ,4 Phòng ngủ, 5 WC.
+ Vị trí cách 1 căn ra mặt tiền, xe hơi ngủ trong nhà.
+ Ngay bến Xe Hiệp Thành, Gần KCN Tân Thới Hiệp
+ Khu dân cư sầm uất, gần Chợ, Trường, Phường.
+ Sổ đẹp vuông vứt, pháp lý sạch, công chứng ngay.
+ Giá Chỉ 5.6 tỷ

+ Liên hệ 0979612667 ( Gặp Hùng) tư vấn thông tin miễn phí.",5.599 tỷ,60 m2,ho_chi_minh,Quận 12,Hiệp Thành,16/10/2025,4,5,4,https://bds.com.vn/ban-nha-gia-nhinh-5-ty-hiep-thanh-17-quan-12-p464979.html,2025-12-15T16:30:27.397443,ho_chi_minh,2025,10,2025-10-16T00:00:00,5599000000.0,60.0,2025-10-16,"bán nhà, giá nhinh 5 tỷ, hiệp thành 17, quận 12.",ho_chi_minh,Quận 12,Hiệp Thành,93316666.66666667,1,1,1,3,aa175d8f6135ec6d6461393c87d16894
Liên kề kiến hưng -5 tầng - thang máy- chủ nợ bank cần bán gấp,"Nhà đẹp, vị trí đắc địa ngay chân chung cư Viện Bỏng, lý tưởng cho việc kinh doanh và sinh sống.

Đây là nơi tập trung nhiều cán bộ từ Bệnh viện Bỏng và Bệnh viện 103, rất phù hợp để mở văn phòng công ty, phòng khám hoặc quán cafe. Khu vực dân cư đông đúc, chỉ cách đường Phùng Hưng 100m, gần trường học, chợ và các bệnh viện lớn, tạo điều kiện thuận lợi cho việc phát triển kinh doanh.

Thiết kế nhà gồm:
- Tầng 1: Không gian thông suốt, lý tưởng cho việc kinh doanh.
- Tầng 2: Phòng khách rộng rãi, bếp và nhà vệ sinh tiện nghi.
- Tầng 3 và 4: Tổng cộng 4 phòng ngủ và nhà vệ sinh.
- Tầng 5: Phòng thờ và sân phơi.

Sổ đỏ chính chủ, sẵn sàng cho giao dịch ngay.",9.50 tỷ,50 m2,ha_noi,Quận Hà Đông,Phường Kiến Hưng,16/10/2025,4,4,5,https://bds.com.vn/lien-ke-kien-hung--5-tang---thang-may--chu-no-bank-can-ban-gap-p616797.html,2025-12-15T22:46:05.254821,ha_noi,2025,10,2025-10-16T00:00:00,9500000000.0,50.0,2025-10-16,liên kề kiến hưng -5 tầng - thang máy- chủ nợ bank cần bán gấp,ha_noi,Quận Hà Đông,Phường Kiến Hưng,190000000.0,1,1,1,3,ab6621f7006c796a7b81c8f4e79f6ccc
"Nhà Láng Hạ đẹp long lanh, lô góc, ô tô đổ cửa. 36m2 4 tầng 7.9 tỷ","- Vị trí quá đẹp gần khách sạn Forutna. Cách mặt phố mấy chục bước chân. Ở kèm kinh doanh OK. Tiện ích khu Thành Công Láng Hạ không cần bàn thêm.
- Nhà thực sự đẹp - như hình. Mặt tiền 3.4m. 4 ngủ 4 WC.
- Sổ sắn sàng giao giao dịch luôn.
Thanks.",7.90 tỷ,,ha_noi,Quận Ba Đình,Phường Thành Công,16/10/2025,4,4,4,https://bds.com.vn/nha-lang-ha-dep-long-lanh-lo-goc-o-to-do-cua-36m2-4-tang-79-ty-p472095.html,2025-12-15T22:46:49.945945,ha_noi,2025,10,2025-10-16T00:00:00,7900000000.0,,2025-10-16,"nhà láng hạ đẹp long lanh, lô góc, ô tô đổ cửa. 36m2 4 tầng 7.9 tỷ",ha_noi,Quận Ba Đình,Phường Thành Công,,1,0,1,2,abcde85e92f0314b1f3f4947064d2964
